literal,code,standard,contributor,province
loenen,329,Loenen [2],cedarproject,null
stedum,41,Stedum,cedarproject,Groningen
utingeradeel,95,Utingeradeel,cedarproject,Friesland
luijksgestel,810,Luyksgestel,cedarproject,Noord-Brabant
willige langerak,1226,Willige Langerak,cedarproject,Utrecht
nieuwerkerk op den ijssel,567,Nieuwerkerk aan den IJssel,cedarproject,Zuid-Holland
wessum,989,Wessem,cedarproject,Limburg
sommelsdijk,1184,Sommelsdijk,cedarproject,Zuid-Holland
sommelsdijk,1184,Sommelsdijk,cedarproject,Zuid-Holland
baarderadeel,61,Baarderadeel,cedarproject,Friesland
baarderadeel,103,Littenseradeel,cedarproject,Friesland
baarderadeel,140,Littenseradiel,cedarproject,Friesland
assendelft,367,Assendelft,cedarproject,Noord-Holland
"meeuwen, hill en babilonienbroek",1111,Meeuwen,cedarproject,Noord-Brabant
"meeuwen, hill en babilonienbroek",1264,"Meeuwen, Hill en Babyloniënbroek",cedarproject,Noord-Brabant
sleen,130,Sleen,cedarproject,Drenthe
katendrecht,1093,Katendrecht,cedarproject,Zuid-Holland
usquert,46,Usquert,cedarproject,Groningen
veendam,47,Veendam,cedarproject,Groningen
wijchen,296,Wijchen,cedarproject,Gelderland
ruwiel,1164,Ruwiel,cedarproject,Utrecht
ijsselmonde (oost en west),1230,IJsselmonde,cedarproject,Zuid-Holland
belfeld,890,Belfeld,cedarproject,Limburg
uithuistermeden,1651,Eemsmond,cedarproject,Groningen
uithuistermeden,19,Hefshuizen,cedarproject,Groningen
uithuistermeden,44,Uithuizermeeden,cedarproject,Groningen
neeritter,1116,Neeritter,cedarproject,Limburg
zalk,71,Gaasterland,cedarproject,Friesland
zalk,653,Gaasterlân-Sleat,cedarproject,Friesland
schoten,1173,Schoten,cedarproject,Noord-Holland
bussem,381,Bussum,cedarproject,Noord-Holland
heenvliet,525,Heenvliet,cedarproject,Zuid-Holland
zevenbergen,1709,Moerdijk,cedarproject,Noord-Brabant
zevenbergen,878,Zevenbergen,cedarproject,Noord-Brabant
noordgouwe,1128,Noordgouwe,cedarproject,Zeeland
goudswaard,516,Goudswaard,cedarproject,Zuid-Holland
goudswaard,588,Korendijk [2],cedarproject,null
riethoven,837,Riethoven,cedarproject,Noord-Brabant
koedijk,410,Koedijk,cedarproject,Noord-Holland
wamel,290,Wamel,cedarproject,Gelderland
wamel,668,West Maas en Waal,cedarproject,Gelderland
bellingewolde,7,Bellingwedde,cedarproject,Groningen
bellingewolde,1019,Bellingwolde,cedarproject,Groningen
bellingewolde,1019,Bellingwolde,cedarproject,Groningen
ruinen,127,Ruinen,cedarproject,Drenthe
hazerswoude,524,Hazerswoude,cedarproject,Zuid-Holland
hazerswoude,646,Rijneveld,cedarproject,Zuid-Holland
hazerswoude,1672,Rijnwoude,cedarproject,Zuid-Holland
appingedam,3,Appingedam,cedarproject,Groningen
rheden,275,Rheden,cedarproject,Gelderland
warffum,49,Warffum,cedarproject,Groningen
nieuwvliet,690,Nieuwvliet,cedarproject,Zeeland
stad aan 't haringvliet,1188,Stad aan 't Haringvliet,cedarproject,Zuid-Holland
stad aan 't haringvliet,1188,Stad aan 't Haringvliet,cedarproject,Zuid-Holland
dodewaard,220,Dodewaard,cedarproject,Gelderland
loenersloot,1105,Loenersloot,cedarproject,Utrecht
drunen,767,Drunen,cedarproject,Noord-Brabant
kessel,929,Kessel [Li],cedarproject,null
schoondijke,706,Schoondijke,cedarproject,Zeeland
dinteloord en prinsland,764,Dinteloord en Prinsenland,cedarproject,Noord-Brabant
everdingen,508,Everdingen,cedarproject,Zuid-Holland
teckop,1382,Teckop,cedarproject,Utrecht
echteld,227,Echteld,cedarproject,Gelderland
reek,1158,Reek,cedarproject,Noord-Brabant
wisch,295,Wisch,cedarproject,Gelderland
doetinchem (ambt),1010,Ambt Doetinchem,cedarproject,Gelderland
doetinchem (ambt),222,Doetinchem,cedarproject,Gelderland
venhuizen,454,Venhuizen,cedarproject,Noord-Holland
hengelo,164,Hengelo [Ov],cedarproject,null
liempde,806,Liempde,cedarproject,Noord-Brabant
haaksbergen,158,Haaksbergen,cedarproject,Overijssel
waddingsveen (noord)*,627,Waddinxveen [2],cedarproject,null
waddingsveen (noord)*,1239,Zuid-Waddinxveen,cedarproject,Zuid-Holland
teteringen,854,Teteringen,cedarproject,Noord-Brabant
beuningen,209,Beuningen,cedarproject,Gelderland
sint geertruid,966,Sint Geertruid,cedarproject,Limburg
engelen,774,Engelen,cedarproject,Noord-Brabant
mesch,1114,Mesch,cedarproject,Limburg
warnsveld,291,Warnsveld,cedarproject,Gelderland
ravenstein,835,Ravenstein,cedarproject,Noord-Brabant
rosendaal en nispen,1674,Roosendaal,cedarproject,Noord-Brabant
rosendaal en nispen,838,Roosendaal en Nispen,cedarproject,Noord-Brabant
venray,984,Venray,cedarproject,Limburg
helvoirt,795,Helvoirt,cedarproject,Noord-Brabant
emmen,114,Emmen,cedarproject,Drenthe
schimmert,961,Schimmert,cedarproject,Limburg
biert,1307,Biert,cedarproject,Zuid-Holland
born,897,Born,cedarproject,Limburg
giethoorn,155,Giethoorn,cedarproject,Overijssel
uden,856,Uden,cedarproject,Noord-Brabant
brakel,212,Brakel,cedarproject,Gelderland
berkhout,374,Berkhout,cedarproject,Noord-Holland
berkhout,558,Wester-Koggenland,cedarproject,Noord-Holland
gendringen,237,Gendringen,cedarproject,Gelderland
gendringen,1509,Oude IJsselstreek,cedarproject,Gelderland
gilze en reijen,784,Gilze en Rijen,cedarproject,Noord-Brabant
vaals,981,Vaals,cedarproject,Limburg
's gravensloot,1321,'s-Gravesloot,cedarproject,Utrecht
sint philipsland,712,Sint Philipsland,cedarproject,Zeeland
zuidland,568,Bernisse,cedarproject,Zuid-Holland
zuidland,640,Zuidland,cedarproject,Zuid-Holland
pannerden,272,Pannerden,cedarproject,Gelderland
helden,918,Helden,cedarproject,Limburg
buren,214,Buren,cedarproject,Gelderland
boekel,755,Boekel,cedarproject,Noord-Brabant
leusden,327,Leusden,cedarproject,Utrecht
ammerzoden,198,Ammerzoden,cedarproject,Gelderland
dalfsen,148,Dalfsen,cedarproject,Overijssel
oudelande,695,Oudelande,cedarproject,Zeeland
maashees en overloon,1109,Maashees en Overloon,cedarproject,Noord-Brabant
"heel, pol en panheel",1937,Heel [2],cedarproject,null
"heel, pol en panheel",915,Heel en Panheel,cedarproject,Limburg
peurnis c.a.,762,Deurne,cedarproject,Noord-Brabant
peurnis c.a.,1041,Deurne en Liessel,cedarproject,Noord-Brabant
blokker,378,Blokker,cedarproject,Noord-Holland
vier polders,621,Vierpolders,cedarproject,Zuid-Holland
vorden,286,Vorden,cedarproject,Gelderland
stratum,1199,Stratum,cedarproject,Noord-Brabant
abcoude proosdije,305,Abcoude [2],cedarproject,null
abcoude proosdije,1004,Abcoude-Proostdij,cedarproject,Utrecht
est en opijnen,234,Est en Opijnen,cedarproject,Gelderland
winsum,53,Winsum,cedarproject,Groningen
noordbroek,1126,Noordbroek,cedarproject,Groningen
hoogwoud,404,Hoogwoud,cedarproject,Noord-Holland
blijswijk,495,Bleiswijk,cedarproject,Zuid-Holland
epe,232,Epe,cedarproject,Gelderland
sas van gent (stad),704,Sas van Gent,cedarproject,Zeeland
waspik,869,Waspik,cedarproject,Noord-Brabant
warder,455,Warder,cedarproject,Noord-Holland
kerkrade,928,Kerkrade,cedarproject,Limburg
broekhuizen,898,Broekhuizen,cedarproject,Limburg
westzaan,461,Westzaan,cedarproject,Noord-Holland
schonauwen,1370,Schonauwen,cedarproject,Utrecht
cabouw,1310,Cabauw,cedarproject,Utrecht
gouderac,514,Gouderak,cedarproject,Zuid-Holland
angerlo,199,Angerlo,cedarproject,Gelderland
wadenoijen,1218,Wadenoijen,cedarproject,Gelderland
houten,321,Houten,cedarproject,Utrecht
linne,932,Linne,cedarproject,Limburg
elkerzee,1053,Elkerzee,cedarproject,Zeeland
nieuwe niedorp,428,Nieuwe Niedorp,cedarproject,Noord-Holland
winterswijk,294,Winterswijk,cedarproject,Gelderland
beerta,6,Beerta,cedarproject,Groningen
beerta,1661,Reiderland,cedarproject,Groningen
ittervoort,1090,Ittervoort,cedarproject,Limburg
hillegersberg,1081,Hillegersberg,cedarproject,Zuid-Holland
kamperveen,1092,Kamperveen,cedarproject,Overijssel
lichtenvoorde,260,Lichtenvoorde,cedarproject,Gelderland
haelen,914,Haelen,cedarproject,Limburg
boskoop,499,Boskoop,cedarproject,Zuid-Holland
papekop,1151,Papekop,cedarproject,Zuid-Holland
baardwijk,1015,Baardwijk,cedarproject,Noord-Brabant
ridderkerk,597,Ridderkerk,cedarproject,Zuid-Holland
vierlingsbeek,863,Vierlingsbeek,cedarproject,Noord-Brabant
stevensweert,972,Stevensweert,cedarproject,Limburg
tietjerksteradeel,94,Tietjerksteradeel,cedarproject,Friesland
tietjerksteradeel,737,Tytsjerksteradiel,cedarproject,Friesland
bruinisse,657,Bruinisse,cedarproject,Zeeland
heerewaarden,247,Heerewaarden [2],cedarproject,null
druten,225,Druten,cedarproject,Gelderland
st. maarten,445,Sint Maarten,cedarproject,Noord-Holland
haps,790,Haps,cedarproject,Noord-Brabant
grevenbecht,910,Grevenbicht,cedarproject,Limburg
zwollerkerspel,1245,Zwollerkerspel,cedarproject,Overijssel
zwollerkerspel,1245,Zwollerkerspel,cedarproject,Overijssel
breskens *,655,Breskens,cedarproject,Zeeland
blaricum,376,Blaricum,cedarproject,Noord-Holland
"vissem, wintelre en knegsel",862,"Vessem, Wintelre en Knegsel",cedarproject,Noord-Brabant
sloten,89,Sloten [Fr],cedarproject,null
tienhoven,618,Tienhoven [ZH],cedarproject,null
wieringen,462,Wieringen,cedarproject,Noord-Holland
broek in waterland,380,Broek in Waterland,cedarproject,Noord-Holland
vleuten,1211,Vleuten,cedarproject,Utrecht
vleuten,347,Vleuten-De Meern,cedarproject,Utrecht
voorburg,1916,Leidschendam-Voorburg,cedarproject,Zuid-Holland
voorburg,624,Voorburg,cedarproject,Zuid-Holland
simpelveld,965,Simpelveld,cedarproject,Limburg
zuid en noord schermer,474,Zuid- en Noord-Schermer,cedarproject,Noord-Holland
hasselt (stad),161,Hasselt,cedarproject,Overijssel
blokzijl,146,Blokzijl,cedarproject,Overijssel
wijhe,190,Wijhe,cedarproject,Overijssel
nibbixwoud,427,Nibbixwoud,cedarproject,Noord-Holland
abbenbroek,481,Abbenbroek,cedarproject,Zuid-Holland
scherpenzeel,279,Scherpenzeel,cedarproject,Gelderland
stramproij,973,Stramproy,cedarproject,Limburg
zoetermeer,637,Zoetermeer,cedarproject,Zuid-Holland
velsen,453,Velsen,cedarproject,Noord-Holland
rolde,126,Rolde,cedarproject,Drenthe
hoedekenskerke,673,Hoedekenskerke,cedarproject,Zeeland
bergschenhoek,492,Bergschenhoek,cedarproject,Zuid-Holland
norg,120,Norg,cedarproject,Drenthe
vliet,1388,Vliet,cedarproject,Zuid-Holland
duijst,1314,Duist,cedarproject,Utrecht
haarzuilens (de),1069,Haarzuilens,cedarproject,Utrecht
horn,922,Horn,cedarproject,Limburg
reeuwijk,595,Reeuwijk,cedarproject,Zuid-Holland
driebergen,1048,Driebergen,cedarproject,Utrecht
driebergen,316,Driebergen-Rijsenburg,cedarproject,Utrecht
driebergen,1581,Utrechtse Heuvelrug,cedarproject,Utrecht
lopik,331,Lopik,cedarproject,Utrecht
gennep,907,Gennep,cedarproject,Limburg
retranchement,701,Retranchement,cedarproject,Zeeland
borne,147,Borne,cedarproject,Overijssel
losser,168,Losser,cedarproject,Overijssel
ellemeet,1054,Ellemeet,cedarproject,Zeeland
leende,805,Leende,cedarproject,Noord-Brabant
spijk,1375,Spijk,cedarproject,Zuid-Holland
jisp,408,Jisp,cedarproject,Noord-Holland
berkenrode,1306,Berkenrode,cedarproject,Noord-Holland
hoogeveen in rijnland,1332,Hoogeveen [Rijnland],cedarproject,null
goudriaan (oud en nieuw),515,Goudriaan,cedarproject,Zuid-Holland
lieshout,807,Lieshout,cedarproject,Noord-Brabant
bunnik,312,Bunnik,cedarproject,Utrecht
oukoop,1358,Oukoop,cedarproject,Zuid-Holland
obbicht en papenhoven,952,Obbicht en Papenhoven,cedarproject,Limburg
amerongen,306,Amerongen,cedarproject,Utrecht
heilo,399,Heiloo,cedarproject,Noord-Holland
escharen,1057,Escharen,cedarproject,Noord-Brabant
hodenpijl,1328,Hodenpijl,cedarproject,Zuid-Holland
oudshoorn,1147,Oudshoorn,cedarproject,Zuid-Holland
urk,184,Urk,cedarproject,Flevoland
aengwirden,1006,Aengwirden,cedarproject,Friesland
gramsbergen (stad),157,Gramsbergen,cedarproject,Overijssel
ijerseke,729,Yerseke,cedarproject,Zeeland
diemen,384,Diemen,cedarproject,Noord-Holland
vledder,132,Vledder,cedarproject,Drenthe
schokland,1369,Schokland,cedarproject,Overijssel
stompwijk,548,Leidschendam [2],cedarproject,null
stompwijk,1197,Stompwijk,cedarproject,Zuid-Holland
wateringen,630,Wateringen,cedarproject,Zuid-Holland
gieten,116,Gieten,cedarproject,Drenthe
piershil,591,Piershil,cedarproject,Zuid-Holland
zwammerdam,1244,Zwammerdam,cedarproject,Zuid-Holland
winkel,412,Niedorp,cedarproject,Noord-Holland
winkel,465,Winkel,cedarproject,Noord-Holland
beverwijk,375,Beverwijk,cedarproject,Noord-Holland
ede,228,Ede,cedarproject,Gelderland
ulestraten,979,Ulestraten,cedarproject,Limburg
's heerenhoek,671,'s-Heerenhoek,cedarproject,Zeeland
kollumerland en nieuw kruisland,79,Kollumerland en Nieuwkruisland,cedarproject,Friesland
veenendaal,345,Veenendaal,cedarproject,Utrecht
haastrecht,521,Haastrecht,cedarproject,Zuid-Holland
delfzijl *,10,Delfzijl,cedarproject,Groningen
gestel en blaarthem,1061,Gestel en Blaarthem,cedarproject,Noord-Brabant
grubbenvorst,912,Grubbenvorst,cedarproject,Limburg
scharwoude,1367,Scharwoude [bij Hoorn],cedarproject,null
heer hugowaard,398,Heerhugowaard,cedarproject,Noord-Holland
vlist,623,Vlist,cedarproject,Zuid-Holland
opperdoes,433,Opperdoes,cedarproject,Noord-Holland
heeze,793,Heeze,cedarproject,Noord-Brabant
heeze,1658,Heeze-Leende,cedarproject,Noord-Brabant
jabeek,927,Jabeek,cedarproject,Limburg
merkelbeek,940,Merkelbeek,cedarproject,Limburg
voorhout,1525,Teylingen,cedarproject,Zuid-Holland
voorhout,625,Voorhout,cedarproject,Zuid-Holland
berg en terblijt,892,Berg en Terblijt,cedarproject,Limburg
wormer,467,Wormer,cedarproject,Noord-Holland
wormer,880,Wormerland,cedarproject,Noord-Holland
poederoijen,1155,Poederoijen,cedarproject,Gelderland
molenaarsgraaf,561,Molenaarsgraaf,cedarproject,Zuid-Holland
putten,273,Putten,cedarproject,Gelderland
capelle op den ijssel,502,Capelle aan den IJssel,cedarproject,Zuid-Holland
heerde,246,Heerde,cedarproject,Gelderland
zevenaar,299,Zevenaar,cedarproject,Gelderland
herpen,1079,Herpen,cedarproject,Noord-Brabant
ilpendam,407,Ilpendam,cedarproject,Noord-Holland
slenaken,969,Slenaken,cedarproject,Limburg
herwijnen,250,Herwijnen,cedarproject,Gelderland
krimpen op den ijssel,542,Krimpen aan den IJssel,cedarproject,Zuid-Holland
kwadijk,414,Kwadijk,cedarproject,Noord-Holland
stavenisse,714,Stavenisse,cedarproject,Zeeland
rozenburg (oud en nieuw),600,Rozenburg,cedarproject,Zuid-Holland
rijnsatherwoude,601,Rijnsaterwoude,cedarproject,Zuid-Holland
ursum,452,Ursem,cedarproject,Noord-Holland
dommelen,1045,Dommelen,cedarproject,Noord-Brabant
veldhuizen,1207,Veldhuizen,cedarproject,Utrecht
ruijven,1364,Ruiven,cedarproject,Zuid-Holland
munstergeleen,945,Munstergeleen,cedarproject,Limburg
baarn,308,Baarn,cedarproject,Utrecht
erp,775,Erp,cedarproject,Noord-Brabant
veenhuizen,1384,Veenhuizen,cedarproject,Noord-Holland
westerbork,134,Westerbork,cedarproject,Drenthe
abcoude baambrugge,1003,Abcoude-Baambrugge,cedarproject,Utrecht
enschede (stad),153,Enschede,cedarproject,Overijssel
geffen,780,Geffen,cedarproject,Noord-Brabant
geffen,1671,Maasdonk,cedarproject,Noord-Brabant
schagen,441,Schagen,cedarproject,Noord-Holland
s gravemoer,787,'s-Gravenmoer,cedarproject,Noord-Brabant
oterleek,434,Oterleek,cedarproject,Noord-Holland
stiphout,1196,Stiphout,cedarproject,Noord-Brabant
stiphout,1196,Stiphout,cedarproject,Noord-Brabant
hardinxveld,1070,Hardinxveld,cedarproject,Zuid-Holland
hardinxveld,523,Hardinxveld-Giessendam,cedarproject,Zuid-Holland
helmond,794,Helmond,cedarproject,Noord-Brabant
budel,759,Budel,cedarproject,Noord-Brabant
budel,1706,Cranendonck,cedarproject,Noord-Brabant
schoterland,74,Heerenveen [2],cedarproject,null
schoterland,1174,Schoterland,cedarproject,Friesland
geleen,906,Geleen,cedarproject,Limburg
kats,1094,Kats,cedarproject,Zeeland
zweeloo,138,Zweeloo,cedarproject,Drenthe
son en breugel,848,Son en Breugel,cedarproject,Noord-Brabant
huissen,255,Huissen,cedarproject,Gelderland
overslag,697,Overslag,cedarproject,Zeeland
vlodrop,985,Vlodrop,cedarproject,Limburg
loppersum,24,Loppersum,cedarproject,Groningen
berchem,750,Berghem,cedarproject,Noord-Brabant
bodegraven *,497,Bodegraven,cedarproject,Zuid-Holland
koog aan de zaan,411,Koog aan de Zaan,cedarproject,Noord-Holland
limbrecht,931,Limbricht,cedarproject,Limburg
heerjansdam,526,Heerjansdam,cedarproject,Zuid-Holland
arkel c.a.,745,Bakel en Milheeze,cedarproject,Noord-Brabant
borger,108,Borger,cedarproject,Drenthe
borger,1681,Borger-Odoorn,cedarproject,Drenthe
geldrop,781,Geldrop,cedarproject,Noord-Brabant
geldrop,1771,Geldrop-Mierlo,cedarproject,Noord-Brabant
wemeldinge,723,Wemeldinge,cedarproject,Zeeland
nieuwenhagen,948,Nieuwenhagen,cedarproject,Limburg
kantens,20,Kantens,cedarproject,Groningen
nederweert,946,Nederweert,cedarproject,Limburg
muiden (stad),424,Muiden,cedarproject,Noord-Holland
maasniel,1110,Maasniel,cedarproject,Limburg
marum,25,Marum,cedarproject,Groningen
vrijhoeven,1391,Vrijhoeven,cedarproject,Zuid-Holland
numansdorp,611,Cromstrijen,cedarproject,Zuid-Holland
numansdorp,578,Numansdorp,cedarproject,Zuid-Holland
st. pancras,446,Sint Pancras,cedarproject,Noord-Holland
sint maartensdijk,711,Sint Maartensdijk,cedarproject,Zeeland
gulpen,913,Gulpen,cedarproject,Limburg
gulpen,1729,Gulpen-Wittem,cedarproject,Limburg
oldehove,35,Oldehove,cedarproject,Groningen
almelo (ambt),141,Almelo [2],cedarproject,null
almelo (ambt),1189,Stad Almelo,cedarproject,Overijssel
zegveld,354,Zegveld,cedarproject,Utrecht
diever,111,Diever,cedarproject,Drenthe
overasselt,271,Overasselt,cedarproject,Gelderland
oudhuizen,1357,Oudhuizen,cedarproject,Utrecht
schardam,1366,Schardam,cedarproject,Noord-Holland
hontenisse,675,Hontenisse,cedarproject,Zeeland
biervliet,652,Biervliet,cedarproject,Zeeland
zandvoort,473,Zandvoort,cedarproject,Noord-Holland
voorst,285,Voorst,cedarproject,Gelderland
nisse,691,Nisse,cedarproject,Zeeland
den dungen,768,Den Dungen,cedarproject,Noord-Brabant
beijerland (oud),6,Beerta,cedarproject,Groningen
beijerland (oud),1661,Reiderland,cedarproject,Groningen
strijen,617,Strijen,cedarproject,Zuid-Holland
melissant,1113,Melissant,cedarproject,Zuid-Holland
melissant,1113,Melissant,cedarproject,Zuid-Holland
hummelo,256,Hummelo en Keppel,cedarproject,Gelderland
leijderdorp,547,Leiderdorp,cedarproject,Zuid-Holland
gerverskop,1318,Gerverskop,cedarproject,Utrecht
noordwijkerhout,576,Noordwijkerhout,cedarproject,Zuid-Holland
aardenburg (stad),648,Aardenburg,cedarproject,Zeeland
aardenburg (stad),1698,Sluis-Aardenburg,cedarproject,Zeeland
delfshaven (stad),1040,Delfshaven,cedarproject,Zuid-Holland
groede,667,Groede,cedarproject,Zeeland
bleskensgraaf,1262,Bleskensgraaf,cedarproject,Zuid-Holland
bleskensgraaf,496,Bleskensgraaf en Hofwegen,cedarproject,Zuid-Holland
bleskensgraaf,693,Graafstroom,cedarproject,Zuid-Holland
steenwijkerwolde,182,Steenwijkerwold,cedarproject,Overijssel
menaldumadeel,83,Menaldumadeel,cedarproject,Friesland
ijzendoorn,1231,IJzendoorn,cedarproject,Gelderland
st. oedenrode *,846,Sint-Oedenrode,cedarproject,Noord-Brabant
eigelshoven,904,Eijgelshoven,cedarproject,Limburg
vollenhove (stad),1013,Ambt Vollenhove,cedarproject,Overijssel
vollenhove (stad),194,Brederwiede,cedarproject,Overijssel
vollenhove (stad),185,Vollenhove [2],cedarproject,null
eelde,113,Eelde,cedarproject,Drenthe
hoogezand,1083,Hoogezand,cedarproject,Groningen
hoogezand,18,Hoogezand-Sappemeer,cedarproject,Groningen
steenderen,280,Steenderen,cedarproject,Gelderland
vries,133,Vries,cedarproject,Drenthe
posterholt,1679,Ambt Montfort,cedarproject,Limburg
posterholt,956,Posterholt,cedarproject,Limburg
moergestel,816,Moergestel,cedarproject,Noord-Brabant
vlierden,1212,Vlierden,cedarproject,Noord-Brabant
aalsmeer,358,Aalsmeer,cedarproject,Noord-Holland
zijpe,476,Zijpe,cedarproject,Noord-Holland
bierum,8,Bierum,cedarproject,Groningen
esch,776,Esch,cedarproject,Noord-Brabant
zuiddorpe,734,Zuiddorpe,cedarproject,Zeeland
strucht,1200,Strucht,cedarproject,Limburg
dirksland,504,Dirksland,cedarproject,Zuid-Holland
goirle,785,Goirle,cedarproject,Noord-Brabant
oisterwijk,824,Oisterwijk,cedarproject,Noord-Brabant
blankenham,145,Blankenham,cedarproject,Overijssel
benschop,309,Benschop,cedarproject,Utrecht
rijswijk,842,Rijswijk [NB],cedarproject,null
"megen, haren en macharen",813,"Megen, Haren en Macharen",cedarproject,Noord-Brabant
hemelumer-oldephart en noordwolde,75,Hemelumer Oldeferd,cedarproject,Friesland
hemelumer-oldephart en noordwolde,1260,Hemelumer Oldephaert en Noordwolde,cedarproject,Friesland
wervershoof,459,Wervershoof,cedarproject,Noord-Holland
nieuwland,1117,Nieuw- en Sint Joosland,cedarproject,Zeeland
nieuwland,1117,Nieuw- en Sint Joosland,cedarproject,Zeeland
etersheim,1316,Etersheim,cedarproject,Noord-Holland
voerendaal,986,Voerendaal,cedarproject,Limburg
obdam,429,Obdam,cedarproject,Noord-Holland
gemert,782,Gemert,cedarproject,Noord-Brabant
gemert,1652,Gemert-Bakel,cedarproject,Noord-Brabant
buurmalsen,215,Buurmalsen,cedarproject,Gelderland
strevelshoek,1380,Strevelshoek,cedarproject,Zuid-Holland
oudwulven,1355,Oud-Wulven,cedarproject,Utrecht
nieuw vosmeer,818,Nieuw-Vossemeer,cedarproject,Noord-Brabant
haamstede,1068,Haamstede,cedarproject,Zeeland
haamstede,725,Westerschouwen,cedarproject,Zeeland
midwolde,28,Midwolda,cedarproject,Groningen
wildervank,1225,Wildervank,cedarproject,Groningen
wildervank,1225,Wildervank,cedarproject,Groningen
schellinkhout,442,Schellinkhout,cedarproject,Noord-Holland
smallingerland,90,Smallingerland,cedarproject,Friesland
berkenwoude,494,Berkenwoude,cedarproject,Zuid-Holland
texel,448,Texel,cedarproject,Noord-Holland
urmond,980,Urmond,cedarproject,Limburg
schiebroek,1170,Schiebroek,cedarproject,Zuid-Holland
waalwijk,867,Waalwijk,cedarproject,Noord-Brabant
bunde,900,Bunde,cedarproject,Limburg
hekelingen,1074,Hekelingen,cedarproject,Zuid-Holland
hekelingen,1074,Hekelingen,cedarproject,Zuid-Holland
staphorst,180,Staphorst,cedarproject,Overijssel
didam,218,Didam,cedarproject,Gelderland
buiksloot,1034,Buiksloot,cedarproject,Noord-Holland
middelstum,27,Middelstum,cedarproject,Groningen
schinnen,962,Schinnen,cedarproject,Limburg
leersum,326,Leersum,cedarproject,Utrecht
burgharen,896,Borgharen,cedarproject,Limburg
marken *,419,Marken,cedarproject,Noord-Holland
wijde wormer,470,Wijdewormer,cedarproject,Noord-Holland
franekeradeel,70,Franekeradeel,cedarproject,Friesland
dinther,1044,Dinther,cedarproject,Noord-Brabant
dinther,1044,Dinther,cedarproject,Noord-Brabant
dinther,792,Heeswijk-Dinther,cedarproject,Noord-Brabant
heille,1073,Heille,cedarproject,Zeeland
hoogvliet,1085,Hoogvliet,cedarproject,Zuid-Holland
heteren,251,Heteren,cedarproject,Gelderland
loosduinen,1107,Loosduinen,cedarproject,Zuid-Holland
barradeel,62,Barradeel,cedarproject,Friesland
mijnsheerenland,564,Mijnsheerenland,cedarproject,Zuid-Holland
onstwedde,1250,Onstwedde,cedarproject,Groningen
onstwedde,1250,Onstwedde,cedarproject,Groningen
onstwedde,37,Stadskanaal,cedarproject,null
klaaswaal,539,Klaaswaal,cedarproject,Zuid-Holland
sluipwijk,1182,Sluipwijk,cedarproject,Zuid-Holland
gent,238,Gendt,cedarproject,Gelderland
portengen,1359,Portengen,cedarproject,Utrecht
wanneperveen,187,Wanneperveen,cedarproject,Overijssel
ovezande,698,Ovezande,cedarproject,Zeeland
langerak,543,Langerak,cedarproject,Zuid-Holland
oosthuizen,430,Oosthuizen,cedarproject,Noord-Holland
oosthuizen,478,Zeevang,cedarproject,Noord-Holland
ruurlo,278,Ruurlo,cedarproject,Gelderland
goor (stad),156,Goor,cedarproject,Overijssel
goor (stad),1735,Hof van Twente,cedarproject,Overijssel
aarlanderveen,1002,Aarlanderveen,cedarproject,Zuid-Holland
odijk,1131,Odijk,cedarproject,Utrecht
schelluinen,605,Schelluinen,cedarproject,Zuid-Holland
haringcarspel,395,Harenkarspel,cedarproject,Noord-Holland
rosendaal,277,Rosendaal [Ge],cedarproject,null
rosendaal,277,Rozendaal [Ge],cedarproject,null
rosendaal,277,Rosendaal [Ge],cedarproject,null
rosendaal,277,Rozendaal [Ge],cedarproject,null
woubrugge,645,Jacobswoude,cedarproject,Zuid-Holland
woubrugge,633,Woubrugge,cedarproject,Zuid-Holland
oudewater,589,Oudewater,cedarproject,Utrecht
alkemade,483,Alkemade,cedarproject,Zuid-Holland
spaubeek,970,Spaubeek,cedarproject,Limburg
vlieland,96,Vlieland,cedarproject,Friesland
aduard,2,Aduard,cedarproject,Groningen
ankeveen,1014,Ankeveen,cedarproject,Noord-Holland
ankeveen,1014,Ankeveen,cedarproject,Noord-Holland
renesse,1159,Renesse,cedarproject,Zeeland
sandelingen-ambacht,1365,Sandelingen Ambacht,cedarproject,Zuid-Holland
cuijk en st. agatha,1684,Cuijk,cedarproject,Noord-Brabant
cuijk en st. agatha,761,Cuijk en Sint Agatha,cedarproject,Noord-Brabant
spijkenisse,612,Spijkenisse,cedarproject,Zuid-Holland
spanbroek *,1186,Spanbroek,cedarproject,Noord-Holland
rijzenburg,1166,Rijsenburg,cedarproject,Utrecht
bergen,373,Bergen [NH],cedarproject,null
rijnsburg,602,Rijnsburg,cedarproject,Zuid-Holland
terheijden,853,Terheijden,cedarproject,Noord-Brabant
hengstdijk,1077,Hengstdijk,cedarproject,Zeeland
sint pieter,1180,Sint Pieter,cedarproject,Limburg
overschie,1149,Overschie,cedarproject,Zuid-Holland
hoofdplaat,676,Hoofdplaat,cedarproject,Zeeland
nieuwendam,1120,Nieuwendam,cedarproject,Noord-Holland
borssele,654,Borsele,cedarproject,Zeeland
borssele,1254,Borssele,cedarproject,Zeeland
wognum,466,Wognum,cedarproject,Noord-Holland
grosthuizen,1324,Grosthuizen,cedarproject,Noord-Holland
someren,847,Someren,cedarproject,Noord-Brabant
boxtel,757,Boxtel,cedarproject,Noord-Brabant
